Age,Gender,Introversion.Score,Sensing.Score,Thinking.Score,Judging.Score,Interest,Personality,IE
20,Female,6.61966,6.749513066,8.81905,4.245895672,Unknown,ENTP,E
35,Female,0.03643,6.51513234,1.58938,6.580098632,Arts,ISFJ,I
28,Female,5.62375,5.059183857,6.67237,6.579381365,Unknown,ENTJ,E
29,Male,7.62735,5.761093853,0.27516,5.506209407,Technology,ENFP,E
29,Female,3.53174,6.379624889,2.32183,7.134125129,Arts,ISFJ,I
25,Male,0.61296,6.706202271,7.81477,6.07406186,Unknown,ISTJ,I
28,Female,1.50023,6.21126362,4.43951,7.068824626,Sports,ISFJ,I
25,Male,0.34099,8.51224249,9.97758,5.04919463,Sports,ISTJ,I
23,Female,7.10306,5.128687447,0.03461,3.076802076,Unknown,ENFP,E
29,Female,2.4137,2.726023894,7.22963,3.848010779,Others,INTP,I
30,Female,6.23636,4.291527225,7.02997,2.395311755,Unknown,ENTP,E
35,Male,0.53423,6.298788251,2.51408,5.463600409,Arts,ISFP,I
26,Male,7.27457,6.46465575,8.19565,5.838270731,Technology,ESTP,E
22,Male,5.12956,6.727572709,2.82083,2.080889861,Unknown,ESFP,E
27,Male,4.90613,7.580249648,8.67618,6.273671329,Unknown,ISTJ,I
24,Male,2.31025,7.572269039,6.45651,0.589074731,Unknown,ISFP,I
30,Female,3.0194,4.436202815,7.03038,6.369832687,Others,ENTJ,E
24,Female,1.86639,5.441459594,6.21456,4.951094044,Arts,INTP,I
34,Female,0.90847,6.514283238,2.73207,7.540487261,Others,ISFJ,I
34,Male,6.8523,6.027871873,5.13969,5.213102466,Sports,ENFJ,E
31,Male,2.84792,7.100329389,7.80503,6.051985997,Unknown,ISTJ,I
23,Male,1.57759,3.282440068,8.77807,5.619322615,Unknown,INTP,I
28,Male,6.14415,7.452336289,3.04439,4.252014654,Arts,ESFP,E
36,Female,6.11404,6.462639515,0.01493,6.181808564,Others,ESFJ,E
25,Female,2.67787,6.499905096,2.04275,6.812877139,Unknown,ISFJ,I
30,Male,0.5173,7.226810131,2.51081,6.493265266,Arts,ISFJ,I
27,Male,8.45967,4.587026471,2.27006,6.907494847,Others,ENFJ,E
22,Female,1.02288,3.204271145,0.90268,6.506424358,Technology,INFJ,I
27,Female,2.54556,6.163007711,3.52895,4.379691077,Unknown,ISFP,I
24,Male,1.17877,4.471051036,7.75451,6.24622905,Unknown,INTJ,I
25,Male,4.15152,5.156897852,1.32497,5.834850091,Sports,INFJ,I
24,Male,2.75081,4.492190903,4.53935,6.147521969,Others,INFJ,I
37,Male,0.9373,2.940123141,7.71821,0.854109954,Unknown,INTP,I
24,Male,2.53735,2.201442743,8.59702,4.929235156,Arts,INTP,I
36,Female,5.45893,7.047242613,7.47943,2.837381448,Unknown,ESTP,E
28,Female,0.85008,6.271865886,6.89814,4.892325442,Sports,ISTP,I
23,Male,2.66769,5.014550452,7.21303,7.006118244,Unknown,INTJ,I
22,Male,9.46857,7.348290885,7.68031,6.004101459,Sports,ESTJ,E
40,Male,1.55591,6.312634226,3.63697,4.877145495,Technology,ISFP,I
24,Female,5.17405,4.627263051,5.86514,6.15194629,Others,ENTJ,E
22,Female,7.32653,6.842335728,9.84417,5.070408038,Unknown,ENTP,E
33,Male,4.181,7.799048264,8.13729,6.989625902,Arts,ISTJ,I
25,Male,2.39267,6.282743539,6.9155,5.688403767,Arts,ISTP,I
19,Male,0.50772,3.45897882,7.14912,3.603281454,Unknown,INTP,I
28,Male,0.16043,6.125132309,5.89088,1.458259404,Unknown,ISFP,I
26,Male,4.19414,5.069074258,8.33263,4.101384872,Unknown,INTP,I
29,Female,8.09695,5.070655043,6.94497,2.489363985,Others,ENTP,E
43,Male,0.7776,6.57444792,7.48439,5.80907931,Unknown,ISTP,I
27,Male,7.48967,6.498548629,7.20003,7.043380812,Unknown,ESTJ,E
35,Female,0.18263,5.365800845,9.61219,6.530690028,Others,INTJ,I
23,Male,6.33482,4.813338646,8.91651,4.720229047,Unknown,ENTP,E
23,Female,2.97848,4.699156481,0.13342,5.74321724,Sports,INFJ,I
29,Male,6.71943,7.246708515,9.23553,3.890583976,Unknown,ESTP,E
31,Female,6.87299,6.209972041,8.04865,3.289324141,Technology,ESTP,E
28,Female,8.36153,6.425229243,0.82399,6.595467682,Others,ESFP,E
29,Male,8.15281,6.103003041,8.69136,6.63680614,Arts,ESTJ,E
29,Male,5.71703,2.565229672,4.525,6.140112669,Unknown,ENFP,E
31,Female,0.02064,4.516128749,6.2628,6.315715851,Arts,INTJ,I
31,Female,5.29329,6.122563271,3.42919,4.111055078,Unknown,ESFP,E
27,Male,9.67185,6.881454554,3.73095,6.883047969,Others,ESFJ,E
32,Male,1.43589,7.63775738,3.24613,4.265707594,Arts,ISFP,I
27,Male,9.22601,6.150128103,4.02974,6.932554839,Unknown,ESFJ,E
30,Female,0.87699,5.249815577,9.10434,5.882735761,Unknown,INTP,I
26,Male,2.97577,7.289007373,1.53848,5.332813282,Others,ISFP,I
29,Female,9.65955,4.129652686,1.77045,3.963813322,Sports,ENFP,E
26,Male,6.33838,6.194103842,3.86723,6.0518335,Others,ESFJ,E
22,Male,9.23785,5.821957095,0.68994,3.287446978,Unknown,ENFP,E
23,Male,6.46696,5.261254258,4.15447,6.024390116,Unknown,ENFJ,E
48,Male,4.29752,6.227537872,4.16779,4.212825455,Arts,ESFP,E
40,Male,3.5609,5.815078346,7.65919,6.363306744,Arts,INTJ,I
27,Female,5.90875,5.14380532,9.82598,5.580660675,Sports,ENTJ,E
24,Male,0.57352,6.467758187,3.08651,6.221023302,Unknown,ISFJ,I
30,Male,7.19566,3.462962228,9.77485,3.139638633,Unknown,ENTP,E
29,Female,3.7051,6.327017558,3.12269,6.482064347,Unknown,ISFJ,I
29,Male,5.7148,5.175770134,9.8269,3.363860973,Unknown,ENTP,E
37,Male,2.56085,6.653892721,7.61567,2.77725871,Unknown,ISTP,I
22,Male,2.42327,4.60119015,9.66765,6.209315617,Technology,INTJ,I
23,Male,3.05266,5.971287392,6.70428,6.996600227,Arts,INTJ,I
22,Female,0.27768,6.128022912,1.64208,6.526921923,Others,INFJ,I
22,Female,1.14278,3.79945603,2.11288,4.680651871,Arts,INFP,I
25,Male,7.2878,5.770829296,9.08335,6.249866172,Others,ENTJ,E
24,Male,5.36183,3.729447546,1.79525,3.850031814,Others,ENFP,E
22,Female,0.96467,5.56850205,5.74012,5.99220344,Unknown,INTP,I
27,Male,2.61819,6.192835266,3.68943,2.792637812,Technology,ISFP,I
21,Male,9.50635,5.808700611,1.95053,5.344049297,Unknown,ENFP,E
34,Male,2.84642,5.521349801,7.2842,5.117399912,Unknown,INTP,I
35,Female,3.22085,7.76222754,6.62096,2.321382436,Sports,ISTP,I
30,Female,5.38923,6.052658136,2.18779,3.842554507,Others,ENFP,E
24,Male,1.55859,5.004978282,9.97758,5.403811332,Unknown,INTP,I
24,Female,7.51342,4.576717616,0.36392,4.863477496,Unknown,ENFP,E
30,Female,2.80956,6.548579276,4.86988,5.689296865,Technology,ISFP,I
36,Male,6.89956,6.292636662,9.29877,6.125466394,Unknown,ESTJ,E
32,Female,6.59705,3.80653256,8.8128,1.781852567,Sports,ENTP,E
23,Male,9.38318,7.409788734,6.65015,6.248806743,Technology,ESTP,E
27,Male,7.73681,6.658492333,8.15231,7.219624112,Unknown,ESTJ,E
29,Female,0.3701,5.44837674,0.58462,3.841925159,Others,INFP,I
22,Female,5.65039,5.466140656,6.82322,3.98239693,Technology,ENTP,E
25,Male,2.88066,6.336093104,3.6603,7.011510115,Unknown,ISFJ,I
26,Male,2.91035,6.51429832,3.43082,5.414071944,Arts,ISFP,I
37,Female,7.68134,6.103278166,4.70254,4.707516909,Arts,ESTP,E
34,Female,5.91397,6.482264059,8.47898,6.156864496,Sports,ESTJ,E
22,Male,3.01072,4.336383068,0.49594,5.072020395,Unknown,INFP,I
32,Male,2.0139,5.309935576,0.74607,3.031903272,Technology,INFP,I
20,Female,8.35281,4.912115047,2.08283,6.260394085,Sports,ENFJ,E
23,Male,1.27121,4.20793103,1.01311,6.09584644,Unknown,INFJ,I
24,Male,5.59408,5.320121235,2.0485,3.733388978,Others,ENFP,E
20,Male,9.88365,6.215217608,7.12408,6.764791776,Sports,ENTJ,E
27,Male,4.20656,5.328009092,2.71346,4.431160626,Unknown,INFP,I
24,Male,3.6597,6.631434168,7.08898,6.866130285,Unknown,ISTJ,I
33,Female,7.96647,7.055893634,5.98587,5.675175571,Sports,ESTJ,E
35,Male,5.26334,4.836261152,9.62815,6.020434203,Unknown,INTJ,I
21,Female,9.2417,3.752646244,6.19618,7.064257266,Unknown,ENTJ,E
26,Female,6.22497,6.393569101,3.53483,5.002936553,Sports,ESFJ,E
21,Female,5.47567,5.079073723,2.29933,5.63200242,Unknown,ENFP,E
23,Male,5.37044,6.86687754,5.17646,6.086802572,Arts,ESFJ,E
28,Female,4.90629,6.207666017,6.17871,6.13241719,Arts,ESTJ,E
26,Female,0.71159,6.615167537,8.66409,6.49484432,Unknown,ISTJ,I
26,Female,2.4617,7.213368373,5.07528,5.389811375,Sports,ISFJ,I
29,Male,1.88348,6.210477577,1.48986,6.196027756,Arts,ISFJ,I
26,Female,2.05036,7.004969848,9.04366,6.040166599,Unknown,ISTP,I
30,Female,6.83291,5.686448633,2.02532,4.675375687,Technology,ENFP,E
24,Female,1.30784,7.103430572,4.54173,4.824890727,Technology,ISFP,I
26,Female,0.68774,7.360585606,7.43212,2.474878032,Arts,ISTP,I
34,Female,8.88303,5.379905736,1.84823,4.547015845,Arts,ENFP,E
28,Male,7.32388,7.647058134,2.84169,5.333353618,Unknown,ESFP,E
25,Male,0.05939,6.748459397,7.34436,6.118294918,Sports,ISTJ,I
24,Male,2.24652,4.355269197,8.44523,7.547091675,Technology,INTJ,I
23,Female,8.52272,4.629848665,5.77639,6.127807169,Unknown,ENTJ,E
33,Male,7.38429,7.287551149,9.79967,3.67925004,Arts,ESTP,E
22,Male,4.98161,6.317930604,8.85101,3.55629401,Others,ISTP,I
36,Female,2.65037,4.446427028,8.60943,6.361711549,Arts,INTJ,I
38,Male,1.85497,3.58638367,5.38886,5.439095528,Unknown,INFP,I
24,Male,3.3023,6.455751879,7.54779,3.780828125,Others,ISTP,I
32,Female,9.86917,6.916299259,7.08676,3.650517942,Unknown,ESTP,E
36,Male,5.15642,6.202035934,9.23505,7.684003929,Others,ESTP,E
27,Female,1.85292,7.181425155,2.38123,6.198578077,Arts,ISFJ,I
28,Male,3.24732,5.367027369,0.58394,5.228800645,Unknown,INFP,I
25,Male,0.9549,4.553212951,2.26941,3.972835081,Others,INFP,I
24,Female,1.12894,6.507129693,2.62969,4.971433085,Arts,INFP,I
33,Male,5.56833,7.709786459,6.19482,3.789590341,Unknown,ISFP,I
27,Male,4.98356,6.674732071,8.91807,6.495416119,Arts,ESTJ,E
28,Female,7.33331,6.306335296,7.68865,6.368462943,Sports,ESTJ,E
23,Male,6.46255,3.590709922,8.93416,6.61860649,Technology,ENTJ,E
24,Male,8.57292,4.04530428,9.21658,6.145489815,Technology,ENTJ,E
40,Male,0.28863,6.143598441,9.24757,3.529390229,Technology,ISTP,I
21,Male,1.28409,6.779534528,6.71008,5.124596787,Others,INTP,I
29,Female,3.80645,6.18079519,2.16933,5.722968913,Sports,ISFP,I
32,Female,0.00079,3.245577229,2.80018,5.699373063,Sports,INFJ,I
40,Male,0.82148,4.625606539,3.33906,6.42507039,Arts,INFJ,I
24,Female,6.90823,8.010877647,9.73549,3.346793997,Sports,ESTP,E
22,Female,8.82733,6.840039385,8.10858,6.423751859,Unknown,ESTJ,E
23,Female,5.02722,3.803942841,0.86584,2.392984386,Sports,ENFP,E
40,Female,1.17295,4.675846946,9.07179,3.817293235,Sports,INTP,I
24,Female,7.44694,6.308992411,3.44665,6.196451803,Others,ESFJ,E
28,Female,1.32785,6.124303737,8.9931,6.086685469,Arts,ISTJ,I
21,Female,7.30708,5.259982363,0.61611,6.236527762,Unknown,ENFJ,E
36,Male,3.79309,2.756512503,7.79719,2.960513914,Arts,INTP,I
29,Male,4.31125,5.628626543,8.51069,6.108304474,Arts,INTJ,I
29,Female,3.62128,6.310159578,7.26623,7.402618025,Others,ESTJ,E
28,Male,2.10369,6.124320434,1.04863,4.037484683,Unknown,ISFP,I
24,Male,3.65593,6.104324154,9.84404,3.216321937,Unknown,ISTP,I
32,Male,2.51054,4.603164585,9.15979,3.867131001,Sports,INTP,I
22,Male,3.00975,6.277382853,9.72552,4.555405839,Technology,INTP,I
26,Male,2.79319,7.496240428,7.44213,3.554375401,Others,ISTP,I
33,Female,5.75984,6.591403006,7.23022,5.49643547,Sports,ESTJ,E
40,Male,3.05729,5.34497898,8.76414,6.334636162,Sports,INTJ,I
20,Male,2.06173,5.997790705,0.19985,6.113128458,Others,INFJ,I
23,Female,3.54572,3.551251533,3.90607,5.255561105,Others,INFP,I
25,Female,9.41742,6.190374199,4.74462,3.351777098,Others,ESFP,E
43,Male,5.11721,6.904165049,3.76413,6.714346767,Others,ESFJ,E
31,Female,9.94095,5.108776962,9.18673,4.128922342,Unknown,ENTP,E
24,Female,7.9449,5.56603429,7.68199,6.567858237,Unknown,ENTJ,E
19,Male,1.13943,6.68760159,9.44836,4.65214925,Technology,INTP,I
28,Female,1.09026,4.931365989,2.02817,6.249653403,Sports,INFJ,I
25,Male,2.33219,3.019412797,6.71309,7.284973384,Sports,INTJ,I
39,Female,7.32471,3.984459634,8.19838,6.842462228,Unknown,ENTJ,E
20,Female,9.58776,2.713905721,7.15855,4.041223248,Unknown,ENTP,E
28,Male,0.48535,6.16418581,1.69872,4.741899742,Arts,ISFP,I
20,Male,1.16368,6.62348235,6.98805,6.200468199,Arts,INTJ,I
24,Male,5.68807,6.489839537,9.516,5.111644482,Unknown,ESTP,E
32,Male,2.04562,7.074384321,1.1055,3.567799442,Unknown,ISFP,I
35,Male,7.25895,6.22120101,9.54525,4.836659681,Sports,ESTP,E
27,Female,5.68107,5.454331708,5.08686,3.655144626,Unknown,ENFP,E
30,Male,7.61308,6.327588206,4.97444,4.559676208,Arts,ESFP,E
27,Male,4.48104,6.560981074,8.14416,3.360232959,Others,ESTP,E
30,Female,0.9308,6.408333238,7.57385,6.035171131,Unknown,ISTJ,I
26,Male,9.23913,2.52457859,0.51822,5.314645375,Technology,ENFP,E
24,Male,4.34019,2.930371426,9.64188,4.207919587,Arts,INTP,I
27,Female,7.91453,5.483022162,3.4644,6.154116034,Arts,ENFJ,E
25,Female,0.55787,5.651201495,8.1386,6.125774349,Sports,INTJ,I
24,Female,9.20288,4.321468419,2.54436,5.396778952,Sports,ENFJ,E
34,Female,3.33741,4.580796792,3.83592,6.101534074,Arts,INFJ,I
24,Male,7.72651,5.969009017,0.09285,2.734509267,Unknown,ENFP,E
21,Female,9.27029,7.417680539,4.39021,5.631091862,Unknown,ENFP,E
28,Female,2.14546,6.023844087,8.67649,6.308841872,Unknown,INTJ,I
24,Female,5.59062,7.248478371,9.36364,5.517716025,Sports,ESTJ,E
29,Male,5.27564,7.172623111,9.04697,4.033864185,Arts,ISTP,I
32,Female,2.96725,6.439945815,8.72515,6.042834512,Others,ISTJ,I
33,Female,7.20829,6.245123314,7.51939,6.281618935,Unknown,ESTJ,E
27,Male,0.22158,6.24006712,8.79298,6.013729045,Unknown,ISTJ,I
25,Male,7.4251,5.058707429,3.82872,2.819084372,Unknown,ENFP,E
34,Female,0.21974,6.939807113,9.30994,6.643705586,Sports,ISTJ,I
30,Male,1.43602,6.428212218,4.70882,7.057455828,Technology,ISFJ,I
29,Male,8.82111,6.696818032,6.59574,5.889816881,Sports,ESTJ,E
37,Female,8.35433,5.477180314,5.54658,6.059229486,Sports,ENTJ,E
23,Female,6.00094,4.912708554,6.09129,7.301236136,Unknown,ENTJ,E
25,Female,2.98877,3.674429249,2.94944,6.377153,Others,INFJ,I
28,Male,3.49366,6.070872847,2.60248,3.469394539,Sports,INFP,I
30,Female,4.91626,6.356255546,4.36077,7.064961324,Technology,ESFJ,E
36,Male,0.47072,4.326467638,9.74873,6.385224078,Unknown,INTJ,I
24,Female,3.40728,5.449988134,9.86695,6.14059398,Technology,ENTJ,E
21,Male,2.15442,5.307039612,0.75626,2.740518241,Arts,INFP,I
20,Female,6.55061,6.150976028,9.36664,6.158671837,Arts,ENTJ,E
26,Male,2.75853,6.178346289,9.83172,5.928720461,Unknown,ISTP,I
22,Female,4.3087,6.332577764,4.18896,1.510953719,Technology,ENFP,E
29,Male,6.26214,4.336886598,5.49182,4.574573911,Sports,ENFP,E
23,Male,9.89158,6.557583659,9.93442,6.409487708,Technology,ESTJ,E
23,Male,1.75548,6.370027173,0.13168,6.029536206,Technology,ISFJ,I
41,Female,8.64902,6.662668668,2.71855,2.437629197,Unknown,ESFP,E
24,Male,2.44676,6.583316389,7.91549,2.139542436,Unknown,ISTP,I
36,Male,8.55026,6.891081529,6.53227,4.24369495,Unknown,ESTP,E
21,Male,3.24508,2.494732275,8.85706,5.704455221,Sports,INTJ,I
29,Male,5.72937,6.534322024,5.67295,5.453672728,Technology,ESFP,E
31,Male,2.91694,6.840809516,2.39248,6.926294122,Unknown,ISFJ,I
26,Male,4.38853,6.376378406,6.86248,5.885736093,Sports,ISTJ,I
25,Male,5.40644,6.366676225,7.49351,4.482419771,Arts,ESTP,E
27,Female,6.95145,5.256023862,2.19373,6.879284814,Arts,ENFJ,E
37,Male,1.34184,7.358883072,3.584,8.320954596,Arts,ISFJ,I
21,Male,1.00247,5.936643792,4.20375,5.715163186,Unknown,INFP,I
25,Male,0.35076,6.861912923,5.84101,4.659089949,Arts,ISTP,I
21,Male,3.367,4.915235036,5.05895,6.056574313,Unknown,INFJ,I
26,Male,2.93674,5.676807492,3.7168,6.675801407,Unknown,INFJ,I
22,Female,2.19991,4.06470235,4.49811,4.043938743,Unknown,INFP,I
22,Male,2.24983,4.852650504,0.81166,6.62585712,Others,INFP,I
30,Female,0.82782,6.750402051,9.84945,6.86548761,Unknown,ISTP,I
41,Male,8.61629,4.498907155,7.70714,2.554561588,Unknown,ENTP,E
23,Male,4.2212,6.736848328,1.21639,7.034682585,Arts,ESFJ,E
30,Male,1.28031,6.430520431,5.00939,6.267761546,Others,ISFJ,I
27,Male,8.98954,6.303834218,5.73515,5.033728026,Sports,ESFJ,E
33,Male,1.68551,3.724800495,3.67197,3.579909754,Sports,INFP,I
28,Male,4.38605,6.133776373,3.96332,3.981861972,Technology,ISFP,I
25,Male,7.14783,7.261608542,6.84501,6.557134365,Arts,ESTJ,E
19,Male,2.71652,5.997696192,5.16771,6.141803574,Unknown,INFJ,I
27,Male,9.99013,5.591511223,0.51418,1.336119384,Sports,ENFP,E
32,Male,2.5256,6.533515696,7.50092,4.630586171,Sports,ISTP,I
22,Male,9.56296,5.344313867,1.61497,5.555333631,Arts,ENFP,E
24,Female,5.25573,7.766382126,7.83445,5.916885106,Sports,ESTJ,E
31,Female,8.93291,3.889838902,9.89086,0.669567779,Arts,ENTP,E
30,Male,9.08437,6.750365896,6.06415,7.239372929,Unknown,ESFJ,E
31,Male,3.08667,5.145249286,4.86548,4.913620141,Unknown,INFP,I
21,Male,2.94578,7.374201573,6.88289,4.667497944,Unknown,INTP,I
22,Male,1.73049,5.924886781,7.40022,3.652792214,Technology,INTP,I
24,Male,1.80894,6.702701053,6.20425,7.152387315,Sports,ISFJ,I
20,Male,4.99538,5.306252854,7.075,5.530898588,Others,ENTP,E
29,Male,9.99006,4.820766295,9.99593,6.291876136,Unknown,ENTJ,E
23,Female,2.66628,4.817828998,9.33683,6.028808564,Unknown,INTJ,I
21,Female,6.55953,2.70018885,7.67474,6.510638018,Others,ENTJ,E
25,Female,5.98643,6.658749898,5.5682,6.788970432,Others,ESTJ,E
25,Male,4.1806,7.974012958,9.56988,6.693073166,Sports,ESTJ,E
26,Male,1.78719,7.32822341,2.20698,6.781186601,Arts,ISFJ,I
21,Male,4.85868,5.155880269,9.40692,6.218775366,Unknown,ENTJ,E
19,Male,0.86014,6.038245523,2.17914,6.051897748,Technology,INFJ,I
20,Male,1.70113,6.37470429,6.83633,6.272838843,Others,INTJ,I
28,Male,8.40142,4.68000949,0.50403,5.696954941,Technology,ENFP,E
24,Male,5.0912,4.115215,7.62053,5.473678675,Sports,INTJ,I
33,Male,3.11078,5.728130445,9.67068,6.594538262,Unknown,INTP,I
29,Female,8.45973,7.17995105,6.74696,4.666864362,Technology,ESTP,E
25,Female,2.80813,2.916804935,7.86546,4.629251752,Unknown,INTP,I
27,Female,9.91388,5.86087429,9.62955,6.611875922,Sports,ENTJ,E
31,Male,1.47319,6.393195405,0.98849,3.464827029,Others,ISFP,I
37,Male,5.63539,6.450276921,8.38151,6.517216688,Others,ESTJ,E
29,Female,9.83474,6.338653179,1.39726,6.391956685,Arts,ESFJ,E
24,Male,4.43725,6.273403149,6.56064,2.302936553,Unknown,ISTP,I
28,Male,1.69268,4.951325344,7.35687,4.759422811,Arts,INTP,I
26,Male,0.10025,5.791454682,3.44104,2.210719783,Sports,INFP,I
24,Male,6.61115,4.543064181,8.21784,3.091565604,Sports,ENTP,E
29,Female,1.06655,7.768637835,6.04546,7.069681016,Unknown,ISTJ,I
30,Male,7.51772,5.880370432,4.8996,6.761148843,Arts,ENFJ,E
30,Female,3.92756,6.118228535,5.25729,1.728685625,Arts,ESTP,E
25,Male,1.93552,2.007262089,6.3273,6.047408246,Arts,INTJ,I
26,Male,4.72592,6.723370256,4.18881,4.706552051,Arts,ISFP,I
26,Male,1.78407,5.254463473,3.12978,6.470466281,Arts,INFJ,I
27,Male,1.93918,5.633192893,3.75174,6.363378777,Technology,INFJ,I
25,Female,4.2677,6.337693162,7.76884,7.150081529,Sports,ESTJ,E
24,Female,5.28663,6.899600767,9.76512,6.05487001,Unknown,ENTJ,E
35,Male,2.78068,7.94332246,8.07887,1.747601204,Arts,ISTP,I
28,Male,1.79949,6.385857858,8.16047,6.450003476,Arts,ISTJ,I
24,Male,7.69021,5.920459623,0.16419,2.829941167,Unknown,ENFP,E
46,Female,6.20948,6.100853281,9.65207,3.779300015,Unknown,ESTP,E
24,Female,1.64399,3.539009489,7.13218,5.206787908,Unknown,INTP,I
23,Male,7.54324,6.563621108,7.10188,5.76087541,Unknown,ESTP,E
31,Male,0.87703,5.909153902,7.03033,3.551100133,Others,INTP,I
20,Male,6.01739,3.801696499,4.94632,6.896396496,Technology,ENFP,E
28,Female,1.98894,7.089911904,7.14203,6.354471244,Arts,ISTJ,I
28,Female,5.60267,7.334436156,8.62541,6.700233171,Unknown,ESTJ,E
29,Female,0.37071,6.654861421,0.62214,6.941988787,Unknown,ISFJ,I
31,Male,7.75065,6.230518352,7.54355,7.477148077,Arts,ESTJ,E
23,Female,0.26618,6.859950433,9.34614,5.027108154,Technology,ISTP,I
26,Female,5.25823,5.339001575,9.84439,6.484954676,Unknown,ENTJ,E
31,Male,3.48595,6.709918888,6.22573,5.238756151,Sports,ISFJ,I
31,Male,8.712,6.219719513,0.96567,6.298391558,Technology,ESFJ,E
26,Female,8.11454,5.120671065,0.18639,6.935493957,Sports,ENFJ,E
24,Male,7.00185,3.370717023,9.35809,4.016540981,Unknown,ENTP,E
23,Male,3.71455,2.564706256,9.2736,3.298275349,Unknown,INTP,I
20,Male,0.43049,6.263085801,9.78974,6.117437134,Others,INTJ,I
26,Female,1.28867,3.248216046,8.84382,6.373139548,Unknown,INTJ,I
33,Female,9.82742,4.430301174,5.96364,3.569339477,Arts,ENTP,E
33,Male,1.27747,6.111166843,7.48821,1.830939434,Others,ISTP,I
34,Female,9.42997,7.390102532,9.69676,5.021957641,Sports,ESTJ,E
32,Female,2.46343,6.437800199,0.55491,5.427418185,Sports,ISFJ,I
31,Female,7.71577,6.746354727,3.93332,7.054461884,Technology,ESFJ,E
22,Female,1.98952,6.405959622,1.77408,5.024707047,Technology,INFP,I
26,Female,2.49882,6.442570612,9.7051,6.274084457,Arts,ISTJ,I
23,Male,2.28543,3.09577246,4.73695,4.702186256,Arts,INFP,I
27,Female,6.19634,7.493082968,7.86126,4.134678217,Technology,ESTP,E
22,Male,7.81748,5.085171889,7.60992,6.057933973,Unknown,ENTJ,E
22,Male,3.82798,4.510538474,7.30822,4.076428432,Arts,ENTP,E
28,Female,0.10337,5.867489182,9.23998,5.344935786,Arts,INTP,I
26,Female,8.39713,5.577389228,4.22713,1.943953438,Unknown,ENFP,E
24,Male,5.16455,6.936530384,9.64648,3.745324819,Technology,ESTP,E
32,Male,7.94815,6.872442217,9.07982,4.823958657,Others,ESTP,E
22,Male,9.51754,4.817532299,0.93702,6.878268731,Arts,ENFJ,E
38,Male,1.03638,6.519437781,7.45517,5.072887701,Sports,ISTJ,I
26,Male,9.15349,4.430436741,8.35003,6.152521655,Others,ENTJ,E
25,Male,7.70659,5.534421948,3.94535,6.556059716,Unknown,ENFJ,E
31,Female,4.55918,6.072653062,2.17384,2.73101013,Unknown,ENFP,E
33,Female,4.49709,6.905464176,5.0854,5.643400263,Sports,ESFJ,E
27,Male,1.41119,7.158356174,6.96391,6.545333797,Unknown,ISTJ,I
27,Female,8.52378,3.274307409,9.25101,4.694913559,Unknown,ENTP,E
40,Female,9.36723,6.998445585,4.92978,2.34455499,Technology,ESFP,E
27,Male,6.52552,4.386308777,0.66445,6.489603491,Others,ENFJ,E
24,Female,6.89347,5.090545585,8.35011,6.852543002,Arts,ENTJ,E
24,Female,7.7751,4.558657169,8.41791,5.693071806,Sports,ENTJ,E
26,Female,6.92533,6.485611527,1.38495,6.444046005,Sports,ESFJ,E
35,Female,0.18512,6.198476189,5.15866,7.403774273,Technology,ISFJ,I
26,Male,0.90895,2.964876854,5.61148,6.240919343,Unknown,INFJ,I
40,Female,0.10193,6.533893554,1.05678,5.996254542,Arts,ISFP,I
20,Female,2.13254,5.586012799,3.05198,6.666030179,Unknown,INFJ,I
26,Male,2.48228,8.425477751,5.20561,4.808225854,Sports,ISFP,I
23,Female,5.95703,7.095217501,9.32666,4.819050089,Unknown,ESTP,E
20,Male,9.83323,6.42870414,2.45701,6.10465451,Arts,ENFJ,E
25,Male,2.25561,6.693808853,1.23675,6.334060198,Arts,ISFJ,I
24,Male,2.72504,5.045424681,8.0155,5.16420279,Others,INTP,I
22,Female,7.92577,5.885951041,8.12513,6.899180983,Unknown,ENTJ,E
25,Male,6.14677,6.887819269,7.74112,6.127938627,Arts,ESTJ,E
25,Male,1.79826,6.230767871,1.41305,8.205609203,Unknown,ISFJ,I
27,Female,6.87487,6.816964674,4.58686,4.118025941,Technology,ESFP,E
23,Female,0.00233,6.101769418,7.41265,3.842720285,Arts,ISTP,I
24,Female,2.61377,7.143152219,2.01645,6.437739647,Arts,ISFJ,I
31,Female,1.37024,6.151835536,1.56314,4.032224278,Unknown,ISFP,I
24,Female,6.69637,7.319771995,0.19099,3.38991304,Unknown,ESFP,E
23,Male,4.53326,4.269613683,2.00363,5.699234894,Arts,INFP,I
25,Male,3.47703,6.717445455,1.66172,4.550051164,Unknown,ISFP,I
32,Male,2.07874,3.861089721,8.39425,4.625003558,Unknown,INTP,I
24,Male,3.3504,3.278282851,8.04863,4.817833685,Unknown,INTP,I
24,Female,1.50518,6.809805533,1.45769,7.473114552,Others,ISFJ,I
38,Male,4.58087,6.400888527,9.48543,4.629441521,Arts,ESTP,E
32,Male,0.8559,7.277923683,7.22556,7.646359969,Unknown,ISTJ,I
30,Female,2.20485,6.280538636,8.91166,5.140883216,Unknown,ISTP,I
24,Male,4.72375,8.807320055,7.92283,5.720522346,Unknown,ISTP,I
25,Female,0.79372,6.528552122,2.65929,6.962912954,Others,ISFJ,I
22,Male,9.83664,4.136025564,9.09126,2.792387333,Technology,ENTP,E
26,Female,5.56829,6.611699288,9.235,7.338454673,Unknown,ESTJ,E
